cohort,id,name,brand,category,productStatus,editorialUse,mainChars,specificChars,titleChars,metaDescriptionChars,ingredientCount,skinCount,concernCount,prosCount,consCount,uniqueSectionCount,officialSourceCount,officialProductPage,officialBrandOnly,pressRelease,domesticOfficial,verifiedAt,updatedAt,contentAmount,spf,pa,classification,activeIngredients,usage,manufacturerTarget,manufacturerFeatures,freeFrom,countryOfOrigin,specCount,comparisonCandidateCount,inboundTotal,fromProducts,fromBrands,fromRanking,fromColumns,fromGuides,fromRelatedProducts,identicalSentenceRate,duplicateSentenceCount,maxSimilarity,nearDuplicateId,sameCategorySimilarity,sameCategoryNearId
過去未登録40,203,ロート製薬 メラノCC ディープデイケアUV乳液,ロート製薬,日焼け止め,現在比較対象,公開情報のみ,1015,122,37,110,3,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,3,1,1,0,0,1,0,0.25,1,0.16265060240963855,173,0.15625,59
過去未登録40,24,オバジ C25セラム ネオ,ロート製薬,美容液,現在比較対象,公開情報のみ,1055,118,26,97,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,11,1,1,0,7,2,0,0.2,1,0.27692307692307694,32,0.27692307692307694,32
過去未登録40,17,ハダラボ 白潤プレミアム 薬用浸透美白化粧水,ロート製薬,化粧水,現在比較対象,公開情報のみ,1043,127,35,105,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,4,1,1,0,2,0,0,0.25,1,0.19631901840490798,161,0.19631901840490798,161
過去未登録40,64,我的美麗日記（私のきれい日記）黒真珠マスク,我的美麗日記,パック・マスク,現在比較対象,公開情報のみ,1061,115,35,105,2,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,台湾,0,0,2,1,1,0,0,0,0,0,0,0.15584415584415584,63,0.15584415584415584,63
過去未登録40,75,エスティローダー アドバンス ナイト リペア,エスティローダー,美容液,前世代,公開情報のみ,1079,131,38,116,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,アメリカ,0,0,1,1,0,0,0,0,0,0.25,1,0.5616438356164384,178,0.5616438356164384,178
過去未登録40,135,DHC 薬用ディープクレンジングオイル,DHC,洗顔,現在比較対象,公開情報のみ,1006,122,30,103,3,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,2,1,1,0,0,0,0,0.16666666666666666,1,0.19014084507042253,85,0.19014084507042253,85
過去未登録40,196,グーダル 青みかんビタCクレンジングフォームΩ,goodal,洗顔,関連カテゴリ,公開情報のみ,1038,130,37,108,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,2,1,1,0,0,0,0,0.4,2,0.15606936416184972,161,0.11046511627906977,135
過去未登録40,179,VT リードルショット 300,VT Cosmetics,美容液,現在比較対象,公開情報のみ,1059,147,35,123,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,3,1,1,0,0,1,0,0.42857142857142855,3,0.5174825174825175,153,0.5174825174825175,153
過去未登録40,82,ビオデルマ サンシビオ エイチツーオー D,ビオデルマ,洗顔,現在比較対象,公開情報のみ,1017,113,34,103,2,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,フランス,0,0,3,1,1,0,0,1,0,0,0,0.08441558441558442,195,0.08441558441558442,195
過去未登録40,39,AESTURA アトバリア365 クリーム,AESTURA,保湿クリーム,現在比較対象,公開情報のみ,1095,126,36,110,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,47,1,1,3,0,1,41,0,0,0.1895424836601307,97,0.18064516129032257,45
過去未登録40,142,コーセー 米肌 活潤リフト クリーム,コーセー,保湿クリーム,現在比較対象,公開情報のみ,1046,124,30,103,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,3,1,1,0,0,1,0,0.25,1,0.2602739726027397,146,0.23972602739726026,116
過去未登録40,38,クレ・ド・ポー ボーテ ラ クレームN,資生堂,保湿クリーム,現在比較対象,公開情報のみ,1109,128,30,109,3,3,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,47,1,1,1,1,1,41,0.25,1,0.15151515151515152,162,0.15151515151515152,162
過去未登録40,37,ニベアクリーム 大缶,ニベア,保湿クリーム,現在比較対象,公開情報のみ,1031,106,21,96,3,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,ドイツ,0,0,4,1,1,0,2,0,0,0,0,0.12213740458015267,154,0.11038961038961038,98
過去未登録40,206,CICA デイリースージングトナーパッド メガ,VT Cosmetics,化粧水,現在比較対象,公開情報のみ,1035,129,43,115,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,4,1,1,0,0,2,0,0.4,2,0.25157232704402516,65,0.1952662721893491,15
過去未登録40,177,コーセー 米肌 肌潤改善エッセンス,コーセー,美容液,現在比較対象,公開情報のみ,1092,135,29,112,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,2,1,1,0,0,0,0,0.4,2,0.4846153846153846,18,0.12154696132596685,124
過去未登録40,23,メディキューブ PDRN ピンクアンプル,MEDICUBE,美容液,現在比較対象,公開情報のみ,1064,131,36,115,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,4,1,1,0,1,1,0,0.4,2,0.17613636363636365,67,0.16847826086956522,127
過去未登録40,49,ファンケル マイルドクレンジングオイル,ファンケル,洗顔,現在比較対象,公開情報のみ,992,109,32,100,2,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,3,1,1,1,0,0,0,0.2,1,0.24427480916030533,85,0.24427480916030533,85
過去未登録40,3,無印良品 化粧水 敏感肌用 高保湿タイプ,無印良品,化粧水,現在比較対象,公開情報のみ,1060,124,32,104,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,5,1,1,0,3,0,0,0.4,2,0.1503267973856209,55,0.14102564102564102,214
過去未登録40,56,ビオレUV アクアリッチ ウォータリーエッセンス,花王,日焼け止め,現在比較対象,公開情報のみ,1047,119,34,111,2,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,26,1,1,0,4,1,19,0.5,2,0.4589041095890411,187,0.4589041095890411,187
過去未登録40,159,HAKU メラノフォーカスEV,資生堂,美容液,現在比較対象,公開情報のみ,1022,104,26,97,3,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,3,1,1,0,0,1,0,0,0,0.145985401459854,93,0.145985401459854,93
過去未登録40,122,ラロッシュポゼ シカプラスト バーム B5+,ラロッシュポゼ,保湿クリーム,現在比較対象,公開情報のみ,1100,129,37,110,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,フランス,0,0,4,1,1,2,0,0,0,0,0,0.21428571428571427,45,0.21428571428571427,45
過去未登録40,168,アテニア スキンクリア クレンズ オイル アロマタイプ,アテニア,洗顔,現在比較対象,公開情報のみ,1056,158,39,133,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,46,1,1,2,0,0,42,0.2,1,0.125,81,0.125,81
過去未登録40,193,ロゼット 洗顔パスタ アクネクリア,ロゼット,洗顔,現在比較対象,公開情報のみ,1011,118,29,100,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,3,1,1,0,0,1,0,0.5,3,0.21019108280254778,83,0.21019108280254778,83
過去未登録40,154,無印良品 ホホバオイル,無印良品,美容液,現在比較対象,公開情報のみ,991,91,23,95,1,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,2,1,1,0,0,0,0,0,0,0.1267605633802817,3,0.08391608391608392,99
過去未登録40,30,イニスフリー ブラックティー ユースセラム,イニスフリー,美容液,現在比較対象,公開情報のみ,1036,123,35,107,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,2,1,1,0,0,0,0,0,0,0.1858974358974359,99,0.1858974358974359,99
過去未登録40,166,HotTab 重炭酸入浴剤,HotTab,保湿クリーム,関連カテゴリ,公開情報のみ,1001,101,27,99,2,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,1,1,0,0,0,0,0,0,0,0.11724137931034483,84,0.11724137931034483,84
過去未登録40,192,キールズ レチノール スキン-リニューイング デイリー マイクロ-ドーズ セラム,キールズ,美容液,現在比較対象,公開情報のみ,1105,151,52,137,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,アメリカ,0,0,5,1,1,0,2,1,0,0.25,1,0.1043956043956044,121,0.1043956043956044,121
過去未登録40,117,ドクターシーラボ アクアコラーゲンゲル スーパーモイスチャー,ドクターシーラボ,保湿クリーム,現在比較対象,公開情報のみ,1064,134,46,120,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,3,1,1,0,0,1,0,0.25,1,0.20118343195266272,118,0.20118343195266272,118
過去未登録40,62,ルルルン プレシャス GREEN（バランス）,ルルルン,パック・マスク,現在比較対象,公開情報のみ,1067,133,34,108,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,5,1,1,0,3,0,0,0.3333333333333333,2,0.13333333333333333,9,0.12432432432432433,66
過去未登録40,91,キールズ クリーミー アイ トリートメント アボカド,キールズ,アイケア,現在比較対象,公開情報のみ,1041,123,38,107,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,アメリカ,0,0,2,1,1,0,0,0,0,0,0,0.1390728476821192,47,0.11864406779661017,181
登録済み対照15,44,ラロッシュポゼ トレリアン ウルトラ,ラロッシュポゼ,保湿クリーム,現在比較対象,公開情報のみ,1092,125,33,105,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,フランス,0,0,2,1,1,0,0,0,0,0.25,1,0.21052631578947367,122,0.21052631578947367,122
登録済み対照15,121,Innisfree レチノール シカ アンプル,イニスフリー,美容液,現在比較対象,公開情報のみ,1036,119,37,107,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,5,1,1,0,3,0,0,0,0,0.43609022556390975,175,0.43609022556390975,175
登録済み対照15,110,ALLIE クロノビューティ ジェルUV EX,カネボウ,日焼け止め,現在比較対象,公開情報のみ,1017,116,35,113,2,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,3,1,1,0,0,1,0,0.25,1,0.22602739726027396,56,0.22602739726027396,56
登録済み対照15,101,CLINIQUE 拭き取り化粧水 クラリファイングローション,クリニーク,化粧水,現在比較対象,公開情報のみ,1036,123,43,111,2,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,アメリカ,0,0,3,1,1,0,0,1,0,0.5,2,0.19254658385093168,14,0.19254658385093168,14
登録済み対照15,102,キュレル 皮脂トラブルケア 保湿ジェル,キュレル,保湿クリーム,現在比較対象,公開情報のみ,1060,130,31,105,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,2,1,1,0,0,0,0,0.5714285714285714,4,0.16091954022988506,83,0.1348314606741573,130
登録済み対照15,163,コーセー ジュレーム ヘアマスク,コーセー,パック・マスク,関連カテゴリ,公開情報のみ,995,105,28,102,3,1,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,2,1,1,0,0,0,0,0,0,0.10404624277456648,131,0.10404624277456648,131
登録済み対照15,104,THE ORDINARY ハイアルロニックアシッド 2% + B5,The Ordinary,美容液,現在比較対象,公開情報のみ,1042,124,53,121,2,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,カナダ,0,0,2,1,1,0,0,0,0,0.25,1,0.13043478260869565,107,0.13043478260869565,107
登録済み対照15,147,エスティローダー マイクロ エッセンス ローション,エスティローダー,化粧水,現在比較対象,公開情報のみ,1057,119,41,109,2,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,アメリカ,0,0,2,1,1,0,0,0,0,0.25,1,0.16233766233766234,84,0.15760869565217392,176
登録済み対照15,175,イニスフリー レチノール シカ リペア アンプル,イニスフリー,美容液,現在比較対象,公開情報のみ,1056,138,38,126,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,3,1,1,0,1,0,0,0,0,0.43609022556390975,121,0.43609022556390975,121
登録済み対照15,180,Torriden ダイブイン マイクロ ヒアルロン酸 トナーパッド,Torriden,化粧水,現在比較対象,公開情報のみ,1125,154,49,130,3,3,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,8,1,1,1,1,4,0,0.4,2,0.38513513513513514,11,0.38513513513513514,11
登録済み対照15,99,無印良品 エイジングケア美容液,無印良品,美容液,現在比較対象,公開情報のみ,1024,117,27,97,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,2,1,1,0,0,0,0,0,0,0.2937062937062937,146,0.1870967741935484,94
登録済み対照15,58,ラロッシュポゼ UVイデア XL プロテクショントーンアップ,ラロッシュポゼ,日焼け止め,現在比較対象,公開情報のみ,1085,141,45,123,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,フランス,0,0,9,1,1,0,4,0,3,0.4,2,0.16470588235294117,59,0.16470588235294117,59
登録済み対照15,162,OLAY レチノール24 ナイトモイスチャライザー,オレイ,保湿クリーム,現在比較対象,公開情報のみ,1059,126,36,110,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,アメリカ,0,0,2,1,1,0,0,0,0,0.25,1,0.1794871794871795,116,0.1794871794871795,116
登録済み対照15,112,キュレル UVカット デイバリア UVローション,キュレル,日焼け止め,現在比較対象,公開情報のみ,1064,127,36,114,2,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,7,1,1,0,4,1,0,0.4,2,0.20714285714285716,195,0.1464968152866242,60
登録済み対照15,158,ONE THING ドクダミエキス,ONE THING,化粧水,現在比較対象,公開情報のみ,1065,114,34,105,1,3,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,4,1,1,0,0,2,0,0.2,1,0.1592356687898089,15,0.1592356687898089,15
