cohort,id,name,brand,category,productStatus,editorialUse,mainChars,specificChars,titleChars,metaDescriptionChars,ingredientCount,skinCount,concernCount,prosCount,consCount,uniqueSectionCount,officialSourceCount,officialProductPage,officialBrandOnly,pressRelease,domesticOfficial,verifiedAt,updatedAt,contentAmount,spf,pa,classification,activeIngredients,usage,manufacturerTarget,manufacturerFeatures,freeFrom,countryOfOrigin,specCount,comparisonCandidateCount,inboundTotal,fromProducts,fromBrands,fromRanking,fromColumns,fromGuides,fromRelatedProducts,identicalSentenceRate,duplicateSentenceCount,maxSimilarity,nearDuplicateId,sameCategorySimilarity,sameCategoryNearId
過去未登録40,203,ロート製薬 メラノCC ディープデイケアUV乳液,ロート製薬,日焼け止め,現在比較対象,公開情報のみ,1429,427,43,93,3,2,1,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,50g,SPF50+,PA++++,化粧品,,朝、スキンケア後に使用,,SPF50+・PA++++の朝用UV乳液で、化粧下地としても使用できます。 / 2種のビタミンC誘導体をうるおい成分として配合し、成分表示には香料があります。,,日本,8,3,4,1,1,0,0,1,1,0.13333333333333333,2,0.17225950782997762,56,0.17225950782997762,56
過去未登録40,24,オバジ C25セラム ネオ,ロート製薬,美容液,現在比較対象,公開情報のみ,1324,380,32,77,3,2,2,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,12mL,,,化粧品,,,,ピュアビタミンCを主成分として掲げる12mLの美容液です。 / 成分表示にはエタノールと香料が含まれるため、不使用を条件にする場合は比較が必要です。,,日本,6,3,12,1,1,0,7,2,1,0.07142857142857142,1,0.11864406779661017,28,0.11864406779661017,28
過去未登録40,17,ハダラボ 白潤プレミアム 薬用浸透美白化粧水,ロート製薬,化粧水,現在比較対象,公開情報のみ,1399,423,41,98,3,2,2,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,170mL,,,医薬部外品,トラネキサム酸、グリチルリチン酸2K,,,美白有効成分トラネキサム酸と抗炎症有効成分グリチルリチン酸2Kを配合した医薬部外品です。 / 2種のヒアルロン酸をうるおい成分として配合しています。,香料・着色料・鉱物油・アルコール・パラベン不使用,日本,6,3,5,1,1,0,2,0,1,0.07142857142857142,1,0.11830985915492957,161,0.11830985915492957,161
過去未登録40,64,我的美麗日記（私のきれい日記）黒真珠マスク,我的美麗日記,パック・マスク,現在比較対象,公開情報のみ,1457,413,40,100,2,2,2,0,0,4,2,1,0,0,0,2026-08-10,2026-08-10,,,,,,,公式ラインアップでは全肌質向けとして表示,W真珠エキスに、パイナップル果実エキスとアルニカ花エキスを組み合わせたシートマスクです。 / 国内公式ラインアップでは全肌質向けとして分類されています。,,台湾,4,3,3,1,1,0,0,0,1,0,0,0.10038610038610038,17,0.09352517985611511,62
過去未登録40,75,エスティローダー アドバンス ナイト リペア,エスティローダー,美容液,前世代,公開情報のみ,1433,409,41,105,3,2,2,0,0,3,1,0,0,0,1,2026-08-10,2026-08-10,,,,,,現行品は化粧水後に使用,,この掲載品は前世代として管理しており、公式で販売中の同系統品はSMR コンプレックスです。 / 現行品の仕様や成分を前世代品の事実として扱わない構成にしています。,,アメリカ,3,3,2,1,0,0,0,0,1,0.07142857142857142,1,0.16901408450704225,178,0.16901408450704225,178
過去未登録40,135,DHC 薬用ディープクレンジングオイル,DHC,洗顔,現在比較対象,公開情報のみ,1460,442,38,89,3,2,1,0,0,4,2,0,0,0,1,2026-08-10,2026-08-10,120mL・200mLの公式資料あり,,,医薬部外品,,,,オリーブ由来のフロール・デ・アセイテを特徴とする薬用クレンジングオイルです。 / 公式資料では120mLと200mLの容量が確認できます。,公式資料では無香料・無着色・パラベンフリー・鉱物油不使用,日本,5,3,4,1,1,0,0,0,2,0.05555555555555555,1,0.13763440860215054,168,0.13763440860215054,168
過去未登録40,196,グーダル 青みかんビタCクレンジングフォーム,goodal,洗顔,関連カテゴリ,公開情報のみ,1410,426,41,98,3,2,2,0,0,4,2,1,0,1,1,2026-08-10,2026-08-10,150mL,,,,,,,150mLの洗顔フォームで、青みかんエキスとビタミンC誘導体などを配合しています。 / 国内販売開始時期を公式販売元のプレスリリースで確認できます。,,韓国,4,3,2,1,1,0,0,0,0,0.14285714285714285,2,0.09574468085106383,203,0.09145129224652088,135
過去未登録40,179,VT リードルショット 300,VT Cosmetics,美容液,現在比較対象,公開情報のみ,1361,424,34,94,3,2,2,0,0,3,1,1,0,0,1,2026-08-10,2026-08-10,50mL,,,,,,,50mLの美容液で、商品名の300は同シリーズ内の強度識別に使われています。 / 公式ページでは開封後12か月・未開封36か月の使用期限が示されています。,,韓国,4,3,3,1,1,0,0,1,0,0.1875,3,0.22126436781609196,153,0.22126436781609196,153
過去未登録40,82,ビオデルマ サンシビオ エイチツーオー D,ビオデルマ,洗顔,現在比較対象,公開情報のみ,1364,418,40,83,2,2,2,0,0,3,2,0,1,0,1,2026-08-10,2026-08-10,100mL・250mL・500mLの公式掲載あり,,,,,コットンに含ませてメイクを落とす。洗い流し不要,敏感肌向けライン,コットンで使う洗い流し不要のクレンジングウォーターです。 / 公式価格表では複数容量が確認でき、用途や使用量に合わせて比較できます。,,フランス,5,3,3,1,1,0,0,1,0,0,0,0.08604206500956023,49,0.08604206500956023,49
過去未登録40,39,AESTURA アトバリア365 クリーム,AESTURA,保湿クリーム,現在比較対象,公開情報のみ,1464,433,40,88,3,2,2,0,0,4,2,1,0,0,0,2026-08-10,2026-08-10,80mL,,,,,,乾燥肌・敏感肌向けとして案内,高密度セラミドカプセルを特徴とする80mLの保湿クリームです。 / 国内公式は乾燥肌・敏感肌向けの保湿ケアとして位置づけています。,,韓国,5,3,48,1,1,3,0,1,42,0,0,0.15598290598290598,122,0.15598290598290598,122
過去未登録40,142,コーセー 米肌 活潤リフト クリーム,コーセー,保湿クリーム,現在比較対象,公開情報のみ,1474,473,37,85,3,2,2,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,40g,,,化粧品,,朝晩、パール粒大を手入れの最後に使用,,ライスパワーNo.11を保湿成分として配合した40gのクリームです。 / 乾燥による小じわを目立たなくする効能評価試験済みと公式に表示されています。,無香料・無着色・鉱物油フリー,日本,8,3,5,1,1,0,0,1,2,0.0625,1,0.1728395061728395,177,0.16323024054982818,40
過去未登録40,38,クレ・ド・ポー ボーテ ラ クレームN,資生堂,保湿クリーム,現在比較対象,公開情報のみ,1515,438,38,80,3,3,2,0,0,4,1,0,0,0,0,2026-08-10,2026-08-10,現行品は30g,,,医薬部外品,レチノール酢酸エステル、トラネキサム酸、4MSK、酢酸DL-α-トコフェロール,夜の手入れの最後に使用,,公式で確認できる現行品は、夜用の医薬部外品クリームです。 / 現行品には複数の有効成分が明示され、レフィルも用意されています。,,日本,5,3,46,1,1,1,1,1,40,0.07142857142857142,1,0.10634648370497427,157,0.1037567084078712,117
過去未登録40,37,ニベアクリーム 大缶,ニベア,保湿クリーム,現在比較対象,公開情報のみ,1385,408,29,71,3,2,1,0,0,4,2,1,0,0,1,2026-08-10,2026-08-10,169g,,,,,顔・からだに使用可能,,169gの大缶で、顔だけでなく身体にも使用できるクリームです。 / スクワランとホホバオイルを保湿成分として配合しています。,,ドイツ,6,3,4,1,1,0,2,0,0,0.14285714285714285,2,0.18574108818011256,10,0.13240418118466898,40
過去未登録40,206,VT CICA マイルドトナーパッド,VT Cosmetics,化粧水,現在比較対象,公開情報のみ,1454,416,37,104,3,2,2,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,60枚・130mL,,,,,,,国内公式で確認できる商品名は『CICA マイルドトナーパッド』で、60枚・130mLです。 / 開封後3か月の使用期限が示され、成分表示にはサリチル酸と香料があります。,,韓国,6,3,4,1,1,0,0,2,0,0.2,3,0.10559006211180125,15,0.10559006211180125,15
過去未登録40,177,コーセー 米肌 肌潤改善エッセンス,コーセー,美容液,現在比較対象,公開情報のみ,1371,412,36,98,1,2,2,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,30mL,,,医薬部外品,ライスパワーNo.11,化粧水後、朝晩2プッシュ。乳液・クリームの前に使用,,ライスパワーNo.11を有効成分とし、皮膚水分保持能の改善を承認範囲として掲げる医薬部外品です。 / 30mLで、朝晩2プッシュを化粧水後に使う案内です。,,日本,6,3,3,1,1,0,0,0,1,0.125,2,0.1728395061728395,142,0.07883817427385892,22
過去未登録40,23,メディキューブ PDRN ピンクアンプル,MEDICUBE,美容液,現在比較対象,公開情報のみ,1581,474,39,109,3,2,2,0,0,4,2,1,0,0,1,2026-08-10,2026-08-10,30mL,,,,,,,公式で確認できたRose PDRN版は、PDRNに5種のペプチドとナイアシンアミドを組み合わせています。 / ピンク色は人工着色料によるものではないとメーカーが案内しています。,,韓国,5,3,5,1,1,0,1,1,1,0.125,2,0.11992263056092843,22,0.11992263056092843,22
過去未登録40,49,ファンケル マイルドクレンジングオイル,ファンケル,洗顔,現在比較対象,公開情報のみ,1400,456,38,93,2,2,1,0,0,3,1,1,0,0,1,2026-08-10,2026-08-10,120mL,,,,,適量をメイクとなじませ、水またはぬるま湯で洗い流す,,120mLのオイルタイプのメイク落としで、ぬれた手でも使えると案内されています。 / 一般的なグルーを使ったまつげエクステでの使用条件が公式ページに明示されています。,,日本,5,3,6,1,1,1,0,0,3,0.0625,1,0.1317365269461078,135,0.1317365269461078,135
過去未登録40,3,無印良品 化粧水 敏感肌用 高保湿タイプ,無印良品,化粧水,現在比較対象,公開情報のみ,1460,469,39,93,3,2,2,0,0,3,1,0,0,0,1,2026-08-10,2026-08-10,現行品は300mL,,,,,洗顔後、手またはコットンで使用,,公式に確認できた現行品は、セラミドと5種のアミノ酸を配合した敏感肌用化粧水です。 / 手で使う場合とコットンで使う場合の目安量が公式ページに分けて示されています。,,日本,5,3,5,1,1,0,3,0,0,0.125,2,0.13643410852713178,40,0.0911854103343465,19
過去未登録40,56,ビオレUV アクアリッチ ウォータリーエッセンス,花王,日焼け止め,現在比較対象,公開情報のみ,1485,481,43,89,2,2,1,0,0,3,1,1,0,0,1,2026-08-10,2026-08-10,70g,SPF50+,PA++++,,,顔・からだに使用。化粧下地としても使用可能,,SPF50+・PA++++、UV耐水性★★の顔・からだ用日焼け止めです。 / 70gのエッセンスタイプで、化粧下地としても使えると案内されています。 / 通常の洗浄料で落とせる仕様です。,,日本,9,3,27,1,1,0,4,1,20,0.1,2,0.17225950782997762,203,0.17225950782997762,203
過去未登録40,159,HAKU メラノフォーカスEV,資生堂,美容液,現在比較対象,公開情報のみ,1405,398,34,84,3,2,1,0,0,3,2,0,0,0,1,2026-08-10,2026-08-10,,,,,,,,メラノフォーカスEVは前世代で、公式の現行品はメラノフォーカスIVです。 / 公式FAQにはEVとIVの本体・レフィル互換性が明記されています。,,日本,3,3,3,1,1,0,0,1,0,0,0,0.07918968692449356,157,0.07632093933463796,75
過去未登録40,122,ラロッシュポゼ シカプラスト バーム B5+,ラロッシュポゼ,保湿クリーム,現在比較対象,公開情報のみ,1436,427,41,95,3,2,2,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,40mL,,,,,,乾燥などで不安定な肌向けとして案内,パンテノールB5、マデカッソシドなどを配合した40mLの保湿クリームです。 / 美容施術後は肌が通常の状態に戻ってから使うよう公式の注意事項があります。,,フランス,5,3,4,1,1,2,0,0,0,0,0,0.15598290598290598,39,0.15598290598290598,39
過去未登録40,168,アテニア スキンクリア クレンズ オイル アロマタイプ,アテニア,洗顔,現在比較対象,公開情報のみ,1403,411,46,93,3,2,2,0,0,3,2,1,0,0,1,2026-08-10,2026-08-10,現行品は175mL,,,,,夜に使用し約2か月分の目安,,現行品は175mLで、夜の使用で約2か月分の目安が示されています。 / 香りはアロマ・無香・ローズの3タイプから選べます。,,日本,4,3,48,1,1,2,0,0,44,0.058823529411764705,1,0.13763440860215054,135,0.13763440860215054,135
過去未登録40,193,ロゼット 洗顔パスタ アクネクリア,ロゼット,洗顔,現在比較対象,公開情報のみ,1356,398,36,86,2,2,2,0,0,4,2,1,0,0,1,2026-08-10,2026-08-10,120g,,,医薬部外品,イオウ、グリチルレチン酸ステアリル,朝晩、約1cmを泡立てて使用。約40日分の目安,,イオウとグリチルレチン酸ステアリルを有効成分とする120gの薬用洗顔料です。 / 朝晩に約1cmを使い、約40日分という目安が公式FAQにあります。,,日本,6,3,5,1,1,0,0,1,2,0.1111111111111111,2,0.09235668789808917,54,0.09235668789808917,54
過去未登録40,154,無印良品 ホホバオイル,無印良品,美容液,現在比較対象,公開情報のみ,1420,407,30,77,1,2,1,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,200mL（確認した現行ページ）,,,,,顔・身体・髪・頭皮・爪・マッサージに使用可能,,ホホバの種子から搾ったオイルを化粧用に精製した単一成分の商品です。 / 確認した現行200mL品は1プッシュ約0.5ccで、顔・身体・髪などに使用できます。,,日本,5,3,2,1,1,0,0,0,0,0,0,0.06903353057199212,37,0.05186721991701245,177
過去未登録40,30,イニスフリー ブラックティー ユースセラム,イニスフリー,美容液,現在比較対象,公開情報のみ,1359,390,40,89,3,2,2,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,,,,,,適量を顔全体になじませ、必要に応じて重ねづけ,,発酵茶葉由来の独自保湿成分Rコンセントレートを軸にした美容液です。 / メーカーは乾燥によるくすみ、うるおい、ハリ感をケア目的として案内しています。,,韓国,3,3,2,1,1,0,0,0,0,0,0,0.09482758620689655,99,0.09482758620689655,99
過去未登録40,166,HotTab 重炭酸入浴剤,HotTab,入浴剤,関連カテゴリ,公開情報のみ,1394,470,32,81,2,2,1,0,0,3,2,1,0,0,0,2026-08-10,2026-08-10,CLASSICは90錠,,,医薬部外品,炭酸水素ナトリウム、炭酸ナトリウム,160Lに3錠、36〜41℃で15分以上の入浴を案内,,スキンケアクリームではなく、重炭酸湯に使う医薬部外品の入浴剤です。 / 公式のCLASSICは160Lに3錠、36〜41℃で15分以上の入浴を案内しています。 / 香料・着色料を使わない仕様です。,香料・着色料不使用,日本,6,3,1,1,0,0,0,0,0,0,0,0.07749077490774908,37,0,
過去未登録40,192,キールズ DS RTN リニューイング セラム,キールズ,美容液,現在比較対象,公開情報のみ,1549,547,42,93,4,2,2,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,10mL・30mL・50mL,,,,,化粧水後に2〜3プッシュ、その後クリーム。初心者は2日に1回から,,レチノールにナイアシンアミド、ペプチド、セラミドを組み合わせた美容液です。 / 10mL・30mL・50mLがあり、初めて使う場合は2日に1回から始める公式案内があります。 / 妊娠・授乳中や施術直後など、公式の使用注意が明示されています。,,アメリカ,5,3,5,1,1,0,2,1,0,0.09523809523809523,2,0.08547008547008547,23,0.08547008547008547,23
過去未登録40,117,ドクターシーラボ アクアコラーゲンゲル スーパーモイスチャー,ドクターシーラボ,保湿クリーム,現在比較対象,公開情報のみ,1466,444,49,108,3,2,2,0,0,4,1,0,0,0,0,2026-08-10,2026-08-10,現行品は50g・100g・200g,,,医薬部外品,グリチルリチン酸2K,洗顔後、朝はパール2粒程度、夜はさくらんぼ1粒程度が目安,,公式で確認できる現行EXは、グリチルリチン酸2Kを有効成分とする薬用保湿ゲルです。 / 容量は50g・100g・200gがあり、朝夜で使用量の目安が異なります。,,日本,5,3,4,1,1,0,0,1,1,0.14285714285714285,2,0.12762237762237763,19,0.1037567084078712,38
過去未登録40,62,ルルルン プレシャス GREEN（バランス）,ルルルン,パック・マスク,現在比較対象,公開情報のみ,1547,478,41,89,3,2,2,0,0,3,2,1,0,0,0,2026-08-10,2026-08-10,掲載世代は32枚。現行Glow Upも32枚/560mLと7枚/150mL,,,,,毎日の化粧水代わりのフェイスマスクとして案内,,掲載中のバランス版は32枚入りとして公式旧商品ページで確認できます。 / 2025年11月に現行のGlow Upへ更新されており、旧版と現行版は区別が必要です。,,日本,4,3,6,1,1,0,3,0,1,0.1111111111111111,2,0.09352517985611511,64,0.09352517985611511,64
過去未登録40,91,キールズ アイ トリートメント AV,キールズ,アイケア,現在比較対象,公開情報のみ,1387,407,37,91,3,2,2,0,0,4,1,1,0,0,1,2026-08-10,2026-08-10,14g・28g,,,,,朝晩、洗顔・化粧水後に米粒大を目元へ使用,,アボカドオイル、シアバター、ビタミンEを保湿成分として配合したアイクリームです。 / 14gと28gがあり、朝晩に米粒大を使う目安が公式に示されています。,,アメリカ,4,3,2,1,1,0,0,0,0,0,0,0.08914728682170543,142,0.06990881458966565,181
登録済み対照15,44,ラロッシュポゼ トレリアン ウルトラ,ラロッシュポゼ,保湿クリーム,現在比較対象,公開情報のみ,1092,125,33,105,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,フランス,0,0,2,1,1,0,0,0,0,0.25,1,0.16883116883116883,149,0.16883116883116883,149
登録済み対照15,121,Innisfree レチノール シカ アンプル,イニスフリー,美容液,現在比較対象,公開情報のみ,1036,119,37,107,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,8,1,1,0,3,0,3,0,0,0.43609022556390975,175,0.43609022556390975,175
登録済み対照15,110,ALLIE クロノビューティ ジェルUV EX,カネボウ,日焼け止め,現在比較対象,公開情報のみ,1017,116,35,113,2,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,4,1,1,0,0,1,1,0.25,1,0.1794871794871795,109,0.1794871794871795,109
登録済み対照15,101,CLINIQUE 拭き取り化粧水 クラリファイングローション,クリニーク,化粧水,現在比較対象,公開情報のみ,1036,123,43,111,2,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,アメリカ,0,0,3,1,1,0,0,1,0,0.5,2,0.19254658385093168,14,0.19254658385093168,14
登録済み対照15,102,キュレル 皮脂トラブルケア 保湿ジェル,キュレル,保湿クリーム,現在比較対象,公開情報のみ,1060,130,31,105,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,2,1,1,0,0,0,0,0.5714285714285714,4,0.16091954022988506,83,0.1348314606741573,130
登録済み対照15,163,コーセー ジュレーム ヘアマスク,コーセー,パック・マスク,関連カテゴリ,公開情報のみ,995,105,28,102,3,1,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,2,1,1,0,0,0,0,0,0,0.10404624277456648,131,0.10404624277456648,131
登録済み対照15,104,THE ORDINARY ハイアルロニックアシッド 2% + B5,The Ordinary,美容液,現在比較対象,公開情報のみ,1042,124,53,121,2,2,1,0,0,4,0,0,0,0,0,,,,,,,,,,,,カナダ,0,0,3,1,1,0,0,0,1,0.25,1,0.13043478260869565,107,0.13043478260869565,107
登録済み対照15,147,エスティローダー マイクロ エッセンス ローション,エスティローダー,化粧水,現在比較対象,公開情報のみ,1057,119,41,109,2,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,アメリカ,0,0,2,1,1,0,0,0,0,0.25,1,0.16233766233766234,84,0.15760869565217392,176
登録済み対照15,175,イニスフリー レチノール シカ リペア アンプル,イニスフリー,美容液,現在比較対象,公開情報のみ,1056,138,38,126,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,4,1,1,0,1,0,1,0,0,0.43609022556390975,121,0.43609022556390975,121
登録済み対照15,180,Torriden ダイブイン マイクロ ヒアルロン酸 トナーパッド,Torriden,化粧水,現在比較対象,公開情報のみ,1125,154,49,130,3,3,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,9,1,1,1,1,4,1,0.4,2,0.38513513513513514,11,0.38513513513513514,11
登録済み対照15,99,無印良品 エイジングケア美容液,無印良品,美容液,現在比較対象,公開情報のみ,1024,117,27,97,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,3,1,1,0,0,0,1,0,0,0.2937062937062937,146,0.1870967741935484,94
登録済み対照15,58,ラロッシュポゼ UVイデア XL プロテクショントーンアップ,ラロッシュポゼ,日焼け止め,現在比較対象,公開情報のみ,1085,141,45,123,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,フランス,0,0,9,1,1,0,4,0,3,0.4,2,0.16470588235294117,59,0.16470588235294117,59
登録済み対照15,162,OLAY レチノール24 ナイトモイスチャライザー,オレイ,保湿クリーム,現在比較対象,公開情報のみ,1059,126,36,110,3,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,アメリカ,0,0,3,1,1,0,0,0,1,0.25,1,0.1794871794871795,116,0.1794871794871795,116
登録済み対照15,112,キュレル UVカット デイバリア UVローション,キュレル,日焼け止め,現在比較対象,公開情報のみ,1064,127,36,114,2,2,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,日本,0,0,7,1,1,0,4,1,0,0.4,2,0.20714285714285716,195,0.1464968152866242,60
登録済み対照15,158,ONE THING ドクダミエキス,ONE THING,化粧水,現在比較対象,公開情報のみ,1065,114,34,105,1,3,2,0,0,4,0,0,0,0,0,,,,,,,,,,,,韓国,0,0,4,1,1,0,0,2,0,0.2,1,0.1592356687898089,15,0.1592356687898089,15
